StoreID,Sq_Ft,AvgMonthSales,Right_Name,Phone Number,Street Combined,Street 1,Street 2,Street 3,City,State,Postal Code,Region,Country,Coordinates,Latitude,Longitude,Timezone,Current Timezone Offset,Olson Timezone
7720,1355,9000,SR-K & Weldon Spring,636-329-0251,"4581 Highway K, Laboure Centre",4581 Highway K,,Laboure Centre,"O'Fallon",MO,633688686,Central,US,"(38.719165802002, -90.7021255493164)",38.7191658,-90.70212555,Central Standard Time,-360,GMT-06:00 America/Chicago
7770,1354,12000,Hwy 50 & Thompson,660-829-0296,"3040 W Broadway, Suite 100",3040 W Broadway,Suite 100,,Sedalia,MO,653012487,Central,US,"(38.7086067199707, -93.2646484375)",38.70860672,-93.26464844,Central Standard Time,-360,GMT-06:00 America/Chicago
7811,1363,10000,89th and Metcalf,913-642-2588,8801 Metcalf,8801 Metcalf,,,Overland Park,KS,662122074,Central,US,"(38.9682731628418, -94.6669387817383)",38.96827316,-94.66693878,Central Standard Time,-360,GMT-06:00 America/Chicago
8112,1155,9000,Renner & Northstar,972-480-9504,4151 East Renner Road,4151 East Renner Road,,,Richardson,TX,750822810,Central,US,"(33.0010566711426, -96.6452560424805)",33.00105667,-96.64525604,Central Standard Time,-360,GMT-06:00 America/Chicago
8162,1149,18000,Target Dallas/Medallion T-55,214-361-2026,212 Medallion Ctr,212 Medallion Ctr,,,Dallas,TX,752141579,Central,US,"(32.8562088012695, -96.7547988891602)",32.8562088,-96.75479889,Central Standard Time,-360,GMT-06:00 America/Chicago
8212,1143,8000,Super Target Arlington ST-1339,817-557-2177,1400  W Arbrook Blvd,1400  W Arbrook Blvd,,,Arlington,TX,760154103,Central,US,"(32.683837890625, -97.1360778808594)",32.68383789,-97.13607788,Central Standard Time,-360,GMT-06:00 America/Chicago
8262,1150,11000,I-35 & Western Center,817-232-9527,3030 Western Center Blvd,3030 Western Center Blvd,,,Fort Worth,TX,761311336,Central,US,"(32.8606147766113, -97.3160095214844)",32.86061478,-97.31600952,Central Standard Time,-360,GMT-06:00 America/Chicago
8312,1040,19000,University & Kelvin,(713) 529-1571,2520 University Boulevard,2520 University Boulevard,,,Houston,TX,770053229,Central,US,"(29.7152824401855, -95.4171295166016)",29.71528244,-95.41712952,Central Standard Time,-360,GMT-06:00 America/Chicago
8362,1034,12000,Bay Area & Seawolf,281-488-9800,"515 Bay Area Blvd, Ste 100, Concorde Center - Phase II",515 Bay Area Blvd,Ste 100,Concorde Center - Phase II,Houston,TX,770582666,Central,US,"(29.5517807006836, -95.1261444091797)",29.5517807,-95.12614441,Central Standard Time,-360,GMT-06:00 America/Chicago
8562,1036,9000,1604 & Blanco Road,210-479-6907,"1130 N Loop 1604 West, #101, The Village at Blanco",1130 N Loop 1604 West,#101,The Village at Blanco,San Antonio,TX,782484507,Central,US,"(29.6078052520752, -98.5096206665039)",29.60780525,-98.50962067,Central Standard Time,-360,GMT-06:00 America/Chicago
8717,1397,13000,"King Soopers-Broomfield, CO #86",303-439-0113,12167 Sheridan Blvd,12167 Sheridan Blvd,,,Broomfield,CO,800202459,West,US,"(39.9167976379395, -105.053596496582)",39.91679764,-105.0535965,Mountain Standard Time,-420,GMT-07:00 America/Denver
8767,1385,20000,King Soopers-Littleton 122,303-738-5700,7901 S Broadway,7901 S Broadway,,,Littleton,CO,801222718,West,US,"(39.5729484558105, -104.988578796387)",39.57294846,-104.9885788,Mountain Standard Time,-420,GMT-07:00 America/Denver
8817,1390,14000,6th & Lincoln,303-831-4996,"575 Lincoln St, Suite A, The Shops at 6th and Broadway",575 Lincoln St,Suite A,The Shops at 6th and Broadway,Denver,CO,802033469,West,US,"(39.7253952026367, -104.986465454102)",39.7253952,-104.9864655,Mountain Standard Time,-420,GMT-07:00 America/Denver
8867,1395,12000,102nd & Grant-Thornton,303-255-3069,"10005 Grant St, Unit F","10005 Grant St, Unit F",,,Denver,CO,802292033,West,US,"(39.880786895752, -104.98397064209)",39.8807869,-104.9839706,Mountain Standard Time,-420,GMT-07:00 America/Denver
8917,1405,13000,Hover & Trade Center Dr,303-774-0143,"1087 South Hover Street, Unit A, Shoppes at St. Vrain Center",1087 South Hover Street,Unit A,Shoppes at St. Vrain Center,Longmont,CO,805017961,West,US,"(40.1472969055176, -105.131423950195)",40.14729691,-105.131424,Mountain Standard Time,-420,GMT-07:00 America/Denver
8967,1359,17000,31st & Colorado-CO Springs,719-578-5412,"3104 W. Colorado Avenue, N/A",3104 W. Colorado Avenue,,N/A,Colorado Springs,CO,809042041,West,US,"(38.8536911010742, -104.872215270996)",38.8536911,-104.8722153,Mountain Standard Time,-420,GMT-07:00 America/Denver
9017,1368,18000,Safeway-Grand Junction #1533,970-248-9869,2901 F Rd,2901 F Rd,,,Grand Junction,CO,815045440,West,US,"(39.0908126831055, -108.513702392578)",39.09081268,-108.5137024,Mountain Standard Time,-420,GMT-07:00 America/Denver
9081,1527,13000,Albertsons-Boise #161,208-322-7744,10700 Ustick Road,10700 Ustick Road,,,Boise,ID,837135103,West,US,"(43.6344871520996, -116.315902709961)",43.63448715,-116.3159027,Mountain Standard Time,-420,GMT-07:00 America/Denver
9188,1176,10000,Paradise Valley Mall,(602) 765-3563,"4550 E Cactus, #F042",4550 E Cactus,#F042,,Phoenix,AZ,850327711,West,US,"(33.6019172668457, -111.983062744141)",33.60191727,-111.9830627,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9238,1170,12000,"Stapley & McKellips, Mesa",480-833-0056,"1229 E. McKellips Road, #102",1229 E. McKellips Road,#102,,Mesa,AZ,852032725,West,US,"(33.450984954834, -111.803215026855)",33.45098495,-111.803215,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9288,1173,8000,Camelback Inn-Scottsdale,480-948-1700,5402 E Lincoln Dr,5402 E Lincoln Dr,,,Scottsdale,AZ,852534118,West,US,"(33.5311241149902, -111.964935302734)",33.53112411,-111.9649353,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9338,1167,1000,Safeway-Gilbert #1534,480-545-7555,90 S Val Vista Dr,90 S Val Vista Dr,,,Gilbert,AZ,852961376,West,US,"(33.3488922119141, -111.756805419922)",33.34889221,-111.7568054,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9388,1177,13000,"Grand & Reems, Surprise",623-584-5015,"18885 Reems Road, #105",18885 Reems Road,#105,,Surprise,AZ,853748689,West,US,"(33.6557884216309, -112.374099731445)",33.65578842,-112.3740997,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9438,1130,14000,Sunrise & Swan - Tucson,520-615-0881,4700 East Sunrise Drive,4700 East Sunrise Drive,,,Tucson,AZ,857184535,West,US,"(32.3066520690918, -110.891906738281)",32.30665207,-110.8919067,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9488,1220,14000,Bashas - Sedona #28,928-282-5351,160 Coffee Pot Drive,160 Coffee Pot Drive,,,Sedona,AZ,863364505,West,US,"(34.8659133911133, -111.795234680176)",34.86591339,-111.7952347,US Mountain Standard Time,-420,GMT+000000 America/Phoenix
9524,1234,11000,"NM 528 and Rockaway, Rio Rancho",505 891-5343,115 State Highway 528 NE,115 State Highway 528 NE,,,Rio Rancho,NM,871245979,West,US,"(35.2600288391113, -106.637954711914)",35.26002884,-106.6379547,Mountain Standard Time,-420,GMT-07:00 America/Denver
9589,1263,13000,Albertsons - Las Vegas #6029,702-889-2000,5975 W. Tropicana Ave,5975 W. Tropicana Ave,,,Las Vegas,NV,891034814,West,US,"(36.0988960266113, -115.223892211914)",36.09889603,-115.2238922,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
9639,1265,11000,"Sahara & Nellis, Las Vegas",702-431-3044,"2585 S. Nellis Blvd., #1",2585 S. Nellis Blvd.,#1,,Las Vegas,NV,891217548,West,US,"(36.1430511474609, -115.066024780273)",36.14305115,-115.0660248,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
9768,1193,17000,Hollywood & Highland,323-962-7414,"6801 Hollywood Blvd, 257",6801 Hollywood Blvd,257,,Hollywood,CA,900286136,West,US,"(34.1027717590332, -118.339248657227)",34.10277176,-118.3392487,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
9818,1191,15000,"3rd & Gage, Los Angeles",323-265-4124,"3853 E. 3rd Street, E",3853 E. 3rd Street,E,,Los Angeles,CA,900632403,West,US,"(34.0336227416992, -118.184219360352)",34.03362274,-118.1842194,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
9868,1185,12000,"Hermosa & 13th, Hermosa Beach",310-406-8569,1303 Hermosa Avenue,1303 Hermosa Avenue,,,Hermosa Beach,CA,902543560,West,US,"(33.8630561828613, -118.400413513184)",33.86305618,-118.4004135,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
9918,1190,16000,Main & Hill,(310) 392-3559,2671 Main Street,2671 Main Street,,,Santa Monica,CA,904054001,West,US,"(34.0011253356934, -118.482490539551)",34.00112534,-118.4824905,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
9968,1182,16000,Beach & Chapman,714-890-4388,"11931 Beach Blvd., Beach/Chapman Center",11931 Beach Blvd.,,Beach/Chapman Center,Stanton,CA,906803613,West,US,"(33.7894058227539, -117.993301391602)",33.78940582,-117.9933014,Pacific Standard Time,-480,GMT-08:00 America/Los_Angeles
