index,OrderId,CustomerID,EmployeeID,OrderDate,ShippedDate,RequiredDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
177,10425,LAMAI,6,2015-01-24,2015-02-14,2015-02-21,2,7.93,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
178,10426,GALED,4,2015-01-27,2015-02-06,2015-02-24,1,18.69,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
179,10427,PICCO,4,2015-01-27,2015-03-03,2015-02-24,2,31.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
180,10428,REGGC,7,2015-01-28,2015-02-04,2015-02-25,1,11.09,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
181,10429,HUNGO,3,2015-01-29,2015-02-07,2015-03-12,2,56.63,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
182,10430,ERNSH,4,2015-01-30,2015-02-03,2015-02-13,1,458.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
183,10431,BOTTM,4,2015-01-30,2015-02-07,2015-02-13,2,44.17,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
184,10432,SPLIR,3,2015-01-31,2015-02-07,2015-02-14,2,4.34,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA
185,10433,PRINI,3,2015-02-03,2015-03-04,2015-03-03,3,73.83,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
186,10434,FOLKO,3,2015-02-03,2015-02-13,2015-03-03,2,17.92,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
187,10435,CONSH,8,2015-02-04,2015-02-07,2015-03-18,2,9.21,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
188,10436,BLONP,3,2015-02-05,2015-02-11,2015-03-05,2,156.66,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
189,10437,WARTH,8,2015-02-05,2015-02-12,2015-03-05,1,19.97,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
190,10438,TOMSP,3,2015-02-06,2015-02-14,2015-03-06,2,8.24,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
191,10439,MEREP,6,2015-02-07,2015-02-10,2015-03-07,3,4.07,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
192,10440,SAVEA,4,2015-02-10,2015-02-28,2015-03-10,2,86.53,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
193,10441,OLDWO,3,2015-02-10,2015-03-14,2015-03-24,2,73.02,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
194,10442,ERNSH,3,2015-02-11,2015-02-18,2015-03-11,2,47.94,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
195,10443,REGGC,8,2015-02-12,2015-02-14,2015-03-12,1,13.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
196,10444,BERGS,3,2015-02-12,2015-02-21,2015-03-12,3,3.5,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
197,10445,BERGS,3,2015-02-13,2015-02-20,2015-03-13,1,9.3,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
198,10446,TOMSP,6,2015-02-14,2015-02-19,2015-03-14,1,14.68,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
199,10447,RICAR,4,2015-02-14,2015-03-07,2015-03-14,2,68.66,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
200,10448,RANCH,4,2015-02-17,2015-02-24,2015-03-17,2,38.82,Rancho grande,Av. del Libertador 900,Buenos Aires,,1010,Argentina
201,10449,BLONP,3,2015-02-18,2015-02-27,2015-03-18,2,53.3,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
202,10450,VICTE,8,2015-02-19,2015-03-11,2015-03-19,2,7.23,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
203,10451,QUICK,4,2015-02-19,2015-03-12,2015-03-05,3,189.09,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
204,10452,SAVEA,8,2015-02-20,2015-02-26,2015-03-20,1,140.26,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
205,10453,AROUT,1,2015-02-21,2015-02-26,2015-03-21,2,25.36,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
206,10454,LAMAI,4,2015-02-21,2015-02-25,2015-03-21,3,2.74,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
207,10455,WARTH,8,2015-02-24,2015-03-03,2015-04-07,2,180.45,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
208,10456,KOENE,8,2015-02-25,2015-02-28,2015-04-08,2,8.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
209,10457,KOENE,2,2015-02-25,2015-03-03,2015-03-25,1,11.57,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
210,10458,SUPRD,7,2015-02-26,2015-03-04,2015-03-26,3,147.06,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
211,10459,VICTE,4,2015-02-27,2015-02-28,2015-03-27,2,25.09,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
212,10460,FOLKO,8,2015-02-28,2015-03-03,2015-03-28,1,16.27,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
213,10461,LILAS,1,2015-02-28,2015-03-05,2015-03-28,3,148.61,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
214,10462,CONSH,2,2015-03-03,2015-03-18,2015-03-31,1,6.17,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,,WX1 6LT,UK
215,10463,SUPRD,5,2015-03-04,2015-03-06,2015-04-01,3,14.78,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
216,10464,FURIB,4,2015-03-04,2015-03-14,2015-04-01,2,89.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
217,10465,VAFFE,1,2015-03-05,2015-03-14,2015-04-02,3,145.04,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
218,10466,COMMI,4,2015-03-06,2015-03-13,2015-04-03,1,11.93,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
219,10467,MAGAA,8,2015-03-06,2015-03-11,2015-04-03,2,4.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy
220,10468,KOENE,3,2015-03-07,2015-03-12,2015-04-04,3,44.12,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
221,10469,WHITC,1,2015-03-10,2015-03-14,2015-04-07,1,60.18,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
222,10470,BONAP,4,2015-03-11,2015-03-14,2015-04-08,2,64.56,Bon app',"12, rue des Bouchers",Marseille,,13008,France
223,10471,BSBEV,2,2015-03-11,2015-03-18,2015-04-08,3,45.59,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
224,10472,SEVES,8,2015-03-12,2015-03-19,2015-04-09,1,4.2,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
225,10473,ISLAT,1,2015-03-13,2015-03-21,2015-03-27,3,16.37,Island Trading,Garden House Crowther Way,Cowes,Isle of Wight,PO31 7PJ,UK
226,10474,PERIC,5,2015-03-13,2015-03-21,2015-04-10,2,83.49,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
227,10475,SUPRD,9,2015-03-14,2015-04-04,2015-04-11,1,68.52,Suprêmes délices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium
228,10476,HILAA,8,2015-03-17,2015-03-24,2015-04-14,3,4.41,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
229,10477,PRINI,5,2015-03-17,2015-03-25,2015-04-14,2,13.02,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,,1756,Portugal
230,10478,VICTE,2,2015-03-18,2015-03-26,2015-04-01,3,4.81,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
231,10479,RATTC,3,2015-03-19,2015-03-21,2015-04-16,3,708.95,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
232,10480,FOLIG,6,2015-03-20,2015-03-24,2015-04-17,2,1.35,Folies gourmandes,"184, chaussée de Tournai",Lille,,59000,France
233,10481,RICAR,8,2015-03-20,2015-03-25,2015-04-17,2,64.33,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
234,10482,LAZYK,1,2015-03-21,2015-04-10,2015-04-18,3,7.48,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
235,10483,WHITC,7,2015-03-24,2015-04-25,2015-04-21,2,15.28,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
236,10484,BSBEV,3,2015-03-24,2015-04-01,2015-04-21,3,6.88,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
237,10485,LINOD,4,2015-03-25,2015-03-31,2015-04-08,2,64.45,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,Nueva Esparta,4980,Venezuela
238,10486,HILAA,1,2015-03-26,2015-04-02,2015-04-23,2,30.53,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
239,10487,QUEEN,2,2015-03-26,2015-03-28,2015-04-23,2,71.07,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,SP,05487-020,Brazil
240,10488,FRANK,8,2015-03-27,2015-04-02,2015-04-24,2,4.93,Frankenversand,Berliner Platz 43,München,,80805,Germany
241,10489,PICCO,6,2015-03-28,2015-04-09,2015-04-25,2,5.29,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
242,10490,HILAA,7,2015-03-31,2015-04-03,2015-04-28,2,210.19,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
243,10491,FURIB,8,2015-03-31,2015-04-08,2015-04-28,3,16.96,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
244,10492,BOTTM,3,2015-04-01,2015-04-11,2015-04-29,1,62.89,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,BC,T2F 8M4,Canada
245,10493,LAMAI,4,2015-04-02,2015-04-10,2015-04-30,3,10.64,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
246,10494,COMMI,4,2015-04-02,2015-04-09,2015-04-30,2,65.99,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,SP,05432-043,Brazil
247,10495,LAUGB,3,2015-04-03,2015-04-11,2015-05-01,3,4.65,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,BC,V3F 2K1,Canada
248,10496,TRADH,7,2015-04-04,2015-04-07,2015-05-02,2,46.77,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,SP,05634-030,Brazil
249,10497,LEHMS,7,2015-04-04,2015-04-07,2015-05-02,1,36.21,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
250,10498,HILAA,8,2015-04-07,2015-04-11,2015-05-05,2,29.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
251,10499,LILAS,4,2015-04-08,2015-04-16,2015-05-06,2,102.02,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
252,10500,LAMAI,6,2015-04-09,2015-04-17,2015-05-07,1,42.68,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,,31000,France
253,10501,BLAUS,9,2015-04-09,2015-04-16,2015-05-07,3,8.85,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
254,10502,PERIC,2,2015-04-10,2015-04-29,2015-05-08,1,69.32,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,,05033,Mexico
255,10503,HUNGO,6,2015-04-11,2015-04-16,2015-05-09,2,16.74,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
256,10504,WHITC,4,2015-04-11,2015-04-18,2015-05-09,3,59.13,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
257,10505,MEREP,3,2015-04-14,2015-04-21,2015-05-12,3,7.13,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
258,10506,KOENE,9,2015-04-15,2015-05-02,2015-05-13,2,21.19,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
259,10507,ANTON,7,2015-04-15,2015-04-22,2015-05-13,1,47.45,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
260,10508,OTTIK,1,2015-04-16,2015-05-13,2015-05-14,2,4.99,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
261,10509,BLAUS,4,2015-04-17,2015-04-29,2015-05-15,1,0.15,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
262,10510,SAVEA,6,2015-04-18,2015-04-28,2015-05-16,3,367.63,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
263,10511,BONAP,4,2015-04-18,2015-04-21,2015-05-16,3,350.64,Bon app',"12, rue des Bouchers",Marseille,,13008,France
264,10512,FAMIA,7,2015-04-21,2015-04-24,2015-05-19,2,3.53,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
265,10513,WANDK,7,2015-04-22,2015-04-28,2015-06-03,1,105.65,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,,70563,Germany
266,10514,ERNSH,3,2015-04-22,2015-05-16,2015-05-20,2,789.95,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
267,10515,QUICK,2,2015-04-23,2015-05-23,2015-05-07,1,204.47,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
268,10516,HUNGO,2,2015-04-24,2015-05-01,2015-05-22,3,62.78,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
269,10517,NORTS,3,2015-04-24,2015-04-29,2015-05-22,3,32.07,North/South,South House 300 Queensbridge,London,,SW7 1RZ,UK
270,10518,TORTU,4,2015-04-25,2015-05-05,2015-05-09,2,218.15,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
271,10519,CHOPS,6,2015-04-28,2015-05-01,2015-05-26,3,91.76,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland
272,10520,SANTG,7,2015-04-29,2015-05-01,2015-05-27,1,13.37,Santé Gourmet,Erling Skakkes gate 78,Stavern,,4110,Norway
273,10521,CACTU,8,2015-04-29,2015-05-02,2015-05-27,2,17.22,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,,1010,Argentina
274,10522,LEHMS,4,2015-04-30,2015-05-06,2015-05-28,1,45.33,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
275,10523,SEVES,7,2015-05-01,2015-05-30,2015-05-29,2,77.63,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
276,10524,BERGS,1,2015-05-01,2015-05-07,2015-05-29,2,244.79,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
277,10525,BONAP,1,2015-05-02,2015-05-23,2015-05-30,2,11.06,Bon app',"12, rue des Bouchers",Marseille,,13008,France
278,10526,WARTH,4,2015-05-05,2015-05-15,2015-06-02,2,58.59,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
279,10527,QUICK,7,2015-05-05,2015-05-07,2015-06-02,1,41.9,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
280,10528,GREAL,6,2015-05-06,2015-05-09,2015-05-20,2,3.35,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
281,10529,MAISD,5,2015-05-07,2015-05-09,2015-06-04,2,66.69,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,,B-1180,Belgium
282,10530,PICCO,3,2015-05-08,2015-05-12,2015-06-05,2,339.22,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
283,10531,OCEAN,7,2015-05-08,2015-05-19,2015-06-05,1,8.12,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,,1010,Argentina
284,10532,EASTC,7,2015-05-09,2015-05-12,2015-06-06,3,74.46,Eastern Connection,35 King George,London,,WX3 6FW,UK
285,10533,FOLKO,8,2015-05-12,2015-05-22,2015-06-09,1,188.04,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
286,10534,LEHMS,8,2015-05-12,2015-05-14,2015-06-09,2,27.94,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
287,10535,ANTON,4,2015-05-13,2015-05-21,2015-06-10,1,15.64,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
288,10536,LEHMS,3,2015-05-14,2015-06-06,2015-06-11,2,58.88,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
289,10537,RICSU,1,2015-05-14,2015-05-19,2015-05-28,1,78.85,Richter Supermarkt,Starenweg 5,Genève,,1204,Switzerland
290,10538,BSBEV,9,2015-05-15,2015-05-16,2015-06-12,3,4.87,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
291,10539,BSBEV,6,2015-05-16,2015-05-23,2015-06-13,3,12.36,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
292,10540,QUICK,3,2015-05-19,2015-06-13,2015-06-16,3,1007.64,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
293,10541,HANAR,2,2015-05-19,2015-05-29,2015-06-16,1,68.65,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,RJ,05454-876,Brazil
294,10542,KOENE,1,2015-05-20,2015-05-26,2015-06-17,3,10.95,Königlich Essen,Maubelstr. 90,Brandenburg,,14776,Germany
295,10543,LILAS,8,2015-05-21,2015-05-23,2015-06-18,2,48.17,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Lara,3508,Venezuela
296,10544,LONEP,4,2015-05-21,2015-05-30,2015-06-18,1,24.91,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,OR,97219,USA
297,10545,LAZYK,8,2015-05-22,2015-06-26,2015-06-19,2,11.92,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,WA,99362,USA
298,10546,VICTE,1,2015-05-23,2015-05-27,2015-06-20,3,194.72,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France
299,10547,SEVES,3,2015-05-23,2015-06-02,2015-06-20,2,178.43,Seven Seas Imports,90 Wadhurst Rd.,London,,OX15 4NB,UK
300,10548,TOMSP,3,2015-05-26,2015-06-02,2015-06-23,2,1.43,Toms Spezialitäten,Luisenstr. 48,Münster,,44087,Germany
301,10549,QUICK,5,2015-05-27,2015-05-30,2015-06-10,1,171.24,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
302,10550,GODOS,7,2015-05-28,2015-06-06,2015-06-25,3,4.32,Godos Cocina Típica,"C/ Romero, 33",Sevilla,,41101,Spain
303,10551,FURIB,4,2015-05-28,2015-06-06,2015-07-09,3,72.95,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,,1675,Portugal
304,10552,HILAA,2,2015-05-29,2015-06-05,2015-06-26,1,83.22,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
305,10553,WARTH,2,2015-05-30,2015-06-03,2015-06-27,2,149.49,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
306,10554,OTTIK,4,2015-05-30,2015-06-05,2015-06-27,3,120.97,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
307,10555,SAVEA,6,2015-06-02,2015-06-04,2015-06-30,3,252.49,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
308,10556,SIMOB,2,2015-06-03,2015-06-13,2015-07-15,1,9.8,Simons bistro,Vinbæltet 34,Kobenhavn,,1734,Denmark
309,10557,LEHMS,9,2015-06-03,2015-06-06,2015-06-17,2,96.72,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
310,10558,AROUT,1,2015-06-04,2015-06-10,2015-07-02,2,72.97,Around the Horn,Brook Farm Stratford St. Mary,Colchester,Essex,CO7 6JX,UK
311,10559,BLONP,6,2015-06-05,2015-06-13,2015-07-03,1,8.05,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
312,10560,FRANK,8,2015-06-06,2015-06-09,2015-07-04,1,36.65,Frankenversand,Berliner Platz 43,München,,80805,Germany
313,10561,FOLKO,2,2015-06-06,2015-06-09,2015-07-04,2,242.21,Folk och fä HB,Åkergatan 24,Bräcke,,S-844 67,Sweden
314,10562,REGGC,1,2015-06-09,2015-06-12,2015-07-07,1,22.95,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
315,10563,RICAR,2,2015-06-10,2015-06-24,2015-07-22,2,60.43,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,RJ,02389-890,Brazil
316,10564,RATTC,4,2015-06-10,2015-06-16,2015-07-08,3,13.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
317,10565,MEREP,8,2015-06-11,2015-06-18,2015-07-09,2,7.15,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
318,10566,BLONP,9,2015-06-12,2015-06-18,2015-07-10,1,88.4,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
319,10567,HUNGO,1,2015-06-12,2015-06-17,2015-07-10,1,33.97,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
320,10568,GALED,3,2015-06-13,2015-07-09,2015-07-11,3,6.54,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,,8022,Spain
321,10569,RATTC,5,2015-06-16,2015-07-11,2015-07-14,1,58.98,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
322,10570,MEREP,3,2015-06-17,2015-06-19,2015-07-15,3,188.99,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
323,10571,ERNSH,8,2015-06-17,2015-07-04,2015-07-29,3,26.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
324,10572,BERGS,3,2015-06-18,2015-06-25,2015-07-16,2,116.43,Berglunds snabbköp,Berguvsvägen  8,Luleå,,S-958 22,Sweden
325,10573,ANTON,7,2015-06-19,2015-06-20,2015-07-17,3,84.84,Antonio Moreno Taquería,Mataderos  2312,México D.F.,,05023,Mexico
326,10574,TRAIH,4,2015-06-19,2015-06-30,2015-07-17,2,37.6,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
327,10575,MORGK,5,2015-06-20,2015-06-30,2015-07-04,1,127.34,Morgenstern Gesundkost,Heerstr. 22,Leipzig,,04179,Germany
328,10576,TORTU,3,2015-06-23,2015-06-30,2015-07-07,3,18.56,Tortuga Restaurante,Avda. Azteca 123,México D.F.,,05033,Mexico
329,10577,TRAIH,9,2015-06-23,2015-06-30,2015-08-04,2,25.41,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,WA,98034,USA
330,10578,BSBEV,4,2015-06-24,2015-07-25,2015-07-22,3,29.6,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
331,10579,LETSS,1,2015-06-25,2015-07-04,2015-07-23,2,13.73,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,CA,94117,USA
332,10580,OTTIK,4,2015-06-26,2015-07-01,2015-07-24,3,75.89,Ottilies Käseladen,Mehrheimerstr. 369,Köln,,50739,Germany
333,10581,FAMIA,3,2015-06-26,2015-07-02,2015-07-24,1,3.01,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,SP,05442-030,Brazil
334,10582,BLAUS,3,2015-06-27,2015-07-14,2015-07-25,2,27.71,Blauer See Delikatessen,Forsterstr. 57,Mannheim,,68306,Germany
335,10583,WARTH,2,2015-06-30,2015-07-04,2015-07-28,2,7.28,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
336,10584,BLONP,4,2015-06-30,2015-07-04,2015-07-28,1,59.14,Blondel père et fils,"24, place Kléber",Strasbourg,,67000,France
337,10585,WELLI,7,2015-07-01,2015-07-10,2015-07-29,1,13.41,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil
338,10586,REGGC,9,2015-07-02,2015-07-09,2015-07-30,1,0.48,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,,42100,Italy
339,10587,QUEDE,1,2015-07-02,2015-07-09,2015-07-30,1,62.52,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
340,10588,QUICK,2,2015-07-03,2015-07-10,2015-07-31,3,194.67,QUICK-Stop,Taucherstraße 10,Cunewalde,,01307,Germany
341,10589,GREAL,8,2015-07-04,2015-07-14,2015-08-01,2,4.42,Great Lakes Food Market,2732 Baker Blvd.,Eugene,OR,97403,USA
342,10590,MEREP,4,2015-07-07,2015-07-14,2015-08-04,3,44.77,Mère Paillarde,43 rue St. Laurent,Montréal,Québec,H1J 1C3,Canada
343,10591,VAFFE,1,2015-07-07,2015-07-16,2015-07-21,1,55.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
344,10592,LEHMS,3,2015-07-08,2015-07-16,2015-08-05,1,32.1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
345,10593,LEHMS,7,2015-07-09,2015-08-13,2015-08-06,2,174.2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,,60528,Germany
346,10594,OLDWO,3,2015-07-09,2015-07-16,2015-08-06,2,5.24,Old World Delicatessen,2743 Bering St.,Anchorage,AK,99508,USA
347,10595,ERNSH,2,2015-07-10,2015-07-14,2015-08-07,1,96.78,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
348,10596,WHITC,8,2015-07-11,2015-08-12,2015-08-08,1,16.34,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
349,10597,PICCO,7,2015-07-11,2015-07-18,2015-08-08,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,,5020,Austria
350,10598,RATTC,1,2015-07-14,2015-07-18,2015-08-11,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
351,10599,BSBEV,6,2015-07-15,2015-07-21,2015-08-26,3,29.98,B's Beverages,Fauntleroy Circus,London,,EC2 5NT,UK
352,10600,HUNGC,4,2015-07-16,2015-07-21,2015-08-13,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,OR,97827,USA
353,10601,HILAA,7,2015-07-16,2015-07-22,2015-08-27,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Táchira,5022,Venezuela
354,10602,VAFFE,8,2015-07-17,2015-07-22,2015-08-14,2,2.92,Vaffeljernet,Smagsloget 45,Århus,,8200,Denmark
